Provincia,Población,Latitud,Longitud
La Rioja,Santo Domingo de la Calzada,42.44199,-2.95259
La Rioja,Santurde de Rioja,42.38959,-2.980024
La Rioja,Santurdejo,42.37824,-2.954972
La Rioja,Sojuela,42.37001,-2.545047
La Rioja,Sorzano,42.34253,-2.528136
La Rioja,Sotés,42.40012,-2.602225
La Rioja,Soto en Cameros,42.28662,-2.424889
La Rioja,Terroba,42.25843,-2.443991
La Rioja,Tirgo,42.54567,-2.948646
La Rioja,Tobía,42.29815,-2.815388
La Rioja,Tormantos,42.49433,-3.074003
La Rioja,Torre en Cameros,42.24041,-2.51884
La Rioja,Torrecilla en Cameros,42.25526,-2.630543
La Rioja,Torrecilla sobre Alesanco,42.40828,-2.834565
La Rioja,Torremontalbo,42.50055,-2.685056
La Rioja,Treviana,42.55835,-3.051075
La Rioja,Tricio,42.40126,-2.718959
La Rioja,Tudelilla,42.29966,-2.116139
La Rioja,Uruñuela,42.44272,-2.707949
La Rioja,Valdemadera,41.98395,-2.073984
La Rioja,Valgañón,42.31764,-3.06729
La Rioja,Ventosa,42.40391,-2.626475
La Rioja,Ventrosa,42.15555,-2.852024
La Rioja,Viguera,42.30816,-2.533868
La Rioja,Villalba de Rioja,42.60916,-2.88795
La Rioja,Villalobar de Rioja,42.49213,-2.961956
La Rioja,Villamediana de Iregua,42.4263,-2.419214
La Rioja,Villanueva de Cameros,42.16763,-2.64923
La Rioja,Villar de Arnedo (El),42.3207,-2.095296
La Rioja,Villar de Torre,42.37067,-2.865805
La Rioja,Villarejo,42.37299,-2.887695
La Rioja,Villarroya,42.13246,-2.066742
La Rioja,Villarta-Quintana,42.42986,-3.049242
La Rioja,Villavelayo,42.13184,-2.985576
La Rioja,Villaverde de Rioja,42.32081,-2.8139
La Rioja,Villoslada de Cameros,42.11401,-2.673385
La Rioja,Viniegra de Abajo,42.15181,-2.888074
La Rioja,Viniegra de Arriba,42.09575,-2.834686
La Rioja,Zarratón,42.51579,-2.882306
La Rioja,Zarzosa,42.1813,-2.341549
La Rioja,Zorraquín,42.32597,-3.039334
Madrid,Acebeda (La),41.08697,-3.624634
Madrid,Ajalvir,40.53437,-3.481002
Madrid,Alameda del Valle,40.9179,-3.843788
Madrid,Álamo (El),40.22972,-3.992688
Madrid,Alcalá de Henares,40.48166,-3.364136
Madrid,Alcobendas,40.54754,-3.642091
Madrid,Alcorcón,40.34912,-3.828811
Madrid,Aldea del Fresno,40.32399,-4.202217
Madrid,Algete,40.59642,-3.497902
Madrid,Alpedrete,40.65875,-4.023713
Madrid,Ambite,40.3292,-3.181895
Madrid,Anchuelo,40.46549,-3.268585
Madrid,Aranjuez,40.03209,-3.603288
Madrid,Arganda del Rey,40.30095,-3.43808
Madrid,Arroyomolinos,40.26884,-3.920291
Madrid,Atazar (El),40.93333,-3.466667
Madrid,Batres,40.21029,-3.922307
Madrid,Becerril de la Sierra,40.71638,-3.989412
Madrid,Belmonte de Tajo,40.13364,-3.339654
Madrid,Berrueco (El),40.88814,-3.561255
Madrid,Berzosa del Lozoya,40.97594,-3.525082
Madrid,Boadilla del Monte,40.40525,-3.876992
Madrid,Boalo (El),40.71746,-3.920084
Madrid,Braojos,41.04005,-3.643112
Madrid,Brea de Tajo,40.23012,-3.109499
Madrid,Brunete,40.40554,-3.997736
Madrid,Buitrago del Lozoya,40.99368,-3.636723
Madrid,Bustarviejo,40.85811,-3.70969
Madrid,Cabanillas de la Sierra,40.81968,-3.626066
Madrid,Cabrera (La),40.86399,-3.615572
Madrid,Cadalso de los Vidrios,40.30094,-4.443737
Madrid,Camarma de Esteruelas,40.54861,-3.377597
Madrid,Campo Real,40.33815,-3.380982
Madrid,Canencia,40.90981,-3.737718
Madrid,Carabaña,40.25669,-3.234641
Madrid,Casarrubuelos,40.17114,-3.833068
Madrid,Cenicientos,40.26463,-4.464909
Madrid,Cercedilla,40.74145,-4.054667
Madrid,Cervera de Buitrago,40.92196,-3.53016
Madrid,Chapinería,40.37918,-4.20943
Madrid,Chinchón,40.14019,-3.415684
Madrid,Ciempozuelos,40.15934,-3.6184
Madrid,Cobeña,40.56733,-3.504839
Madrid,Collado Mediano,40.69389,-4.023123
Madrid,Collado Villalba,40.62725,-4.008587
Madrid,Colmenar de Oreja,40.10758,-3.387693
Madrid,Colmenar del Arroyo,40.41858,-4.198538
Madrid,Colmenar Viejo,40.65895,-3.766043
Madrid,Colmenarejo,40.56101,-4.016842
Madrid,Corpa,40.42489,-3.262723
Madrid,Coslada,40.42594,-3.565464
Madrid,Cubas de la Sagra,40.1917,-3.837347
Madrid,Daganzo de Arriba,40.54481,-3.457924
Madrid,Escorial (El),40.58508,-4.12952
Madrid,Estremera,40.18403,-3.106115
Madrid,Fresnedillas de la Oliva,40.48651,-4.172033
Madrid,Fresno de Torote,40.59229,-3.41205
Madrid,Fuenlabrada,40.28387,-3.800329
Madrid,Fuente el Saz de Jarama,40.63877,-3.51129
Madrid,Fuentidueña de Tajo,40.11819,-3.159549
Madrid,Galapagar,40.57736,-4.00357
Madrid,Garganta de los Montes,40.92143,-3.689205
Madrid,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463,-3.718601
Madrid,Gascones,41.01809,-3.641817
Madrid,Getafe,40.30498,-3.732677
Madrid,Griñón,40.21424,-3.856192
Madrid,Guadalix de la Sierra,40.78483,-3.692719
Madrid,Guadarrama,40.67348,-4.090732
Madrid,Hiruela (La),41.0785,-3.454731
Madrid,Horcajo de la Sierra,41.06738,-3.585321
Madrid,Horcajuelo de la Sierra,41.06009,-3.54552
Madrid,Hoyo de Manzanares,40.62273,-3.90712
Madrid,Humanes de Madrid,40.24954,-3.827206
Madrid,Leganés,40.32642,-3.758988
Madrid,Loeches,40.38393,-3.409393
Madrid,Lozoya,40.9515,-3.791897
Madrid,Lozoyuela-Navas-Sieteiglesias,40.92643,-3.617723
Madrid,Madarcos,41.04731,-3.582663
Madrid,Madrid,40.41669,-3.700346
Madrid,Majadahonda,40.47283,-3.872304
Madrid,Manzanares el Real,40.72705,-3.864914
Madrid,Meco,40.5542,-3.328439
Madrid,Mejorada del Campo,40.39701,-3.487864
Madrid,Miraflores de la Sierra,40.81381,-3.766699
Madrid,Molar (El),40.73291,-3.582258
Madrid,Molinos (Los),40.71456,-4.072706
Madrid,Montejo de la Sierra,41.05928,-3.530301
Madrid,Moraleja de Enmedio,40.26033,-3.861412
Madrid,Moralzarzal,40.68117,-3.97335
Madrid,Morata de Tajuña,40.22751,-3.436966
Madrid,Móstoles,40.32277,-3.865741
Madrid,Navacerrada,40.72893,-4.0151
Madrid,Navalafuente,40.82451,-3.673573
Madrid,Navalagamella,40.46916,-4.12338
Madrid,Navalcarnero,40.28781,-4.013766
Madrid,Navarredonda y San Mamés,40.99078,-3.726047
Madrid,Navas del Rey,40.38501,-4.250652
Madrid,Nuevo Baztán,40.36552,-3.243183
Madrid,Olmeda de las Fuentes,40.36943,-3.221704
Madrid,Orusco de Tajuña,40.28515,-3.208557
Madrid,Paracuellos de Jarama,40.50481,-3.53227
Madrid,Parla,40.23754,-3.772741
Madrid,Patones,40.85573,-3.48511
Madrid,Pedrezuela,40.74369,-3.603798
Madrid,Pelayos de la Presa,40.35954,-4.334138
Madrid,Perales de Tajuña,40.23453,-3.352198
Madrid,Pezuela de las Torres,40.41869,-3.177605
Madrid,Pinilla del Valle,40.9262,-3.819392
Madrid,Pinto,40.24454,-3.696013
Madrid,Piñuécar-Gandullas,41.03265,-3.599468
Madrid,Pozuelo de Alarcón,40.4352,-3.813062
Madrid,Pozuelo del Rey,40.36622,-3.321994
Madrid,Prádena del Rincón,41.04411,-3.540921
Madrid,Puebla de la Sierra,41.01208,-3.444847
Madrid,Puentes Viejas,40.99496,-3.550907
Madrid,Quijorna,40.42656,-4.057429
Madrid,Rascafría,40.90381,-3.879398
Madrid,Redueña,40.8163,-3.603684
Madrid,Ribatejada,40.6665,-3.392131
Madrid,Rivas-Vaciamadrid,40.3297,-3.516941
Madrid,Robledillo de la Jara,40.95299,-3.525749
Madrid,Robledo de Chavela,40.50089,-4.238043
Madrid,Robregordo,41.10658,-3.593292
Madrid,Rozas de Madrid (Las),40.31007,-4.490765
Madrid,Rozas de Puerto Real,40.31007,-4.490765
Madrid,San Agustín del Guadalix,40.67867,-3.615861
Madrid,San Fernando de Henares,40.42553,-3.536694
Madrid,San Lorenzo de El Escorial,40.59167,-4.149123
Madrid,San Martín de la Vega,40.2078,-3.568544
Madrid,San Martín de Valdeiglesias,40.36174,-4.397521
Madrid,San Sebastián de los Reyes,40.54751,-3.626394
Madrid,Santa María de la Alameda,40.5957,-4.257937
Madrid,Santorcaz,40.47216,-3.233114
Madrid,Santos de la Humosa (Los),40.50191,-3.254799
Madrid,Serna del Monte (La),41.02979,-3.625026
Madrid,Serranillos del Valle,40.20465,-3.885819
Madrid,Sevilla la Nueva,40.34781,-4.027501
Madrid,Somosierra,41.13312,-3.581837
Madrid,Soto del Real,40.75428,-3.783356
Madrid,Talamanca de Jarama,40.74688,-3.513244
Madrid,Tielmes,40.24457,-3.314466
Madrid,Titulcia,40.13673,-3.570501
Madrid,Torrejón de Ardoz,40.4589,-3.479771
Madrid,Torrejón de la Calzada,40.20154,-3.798929
Madrid,Torrejón de Velasco,40.18713,-3.778751
Madrid,Torrelaguna,40.82785,-3.538488
Madrid,Torrelodones,40.57628,-3.929452
Madrid,Torremocha de Jarama,40.83705,-3.494407
Madrid,Torres de la Alameda,40.40473,-3.360132
Madrid,Tres Cantos,40.59907,-3.712258
Madrid,Valdaracete,40.21115,-3.194556
Madrid,Valdeavero,40.63099,-3.332983
Madrid,Valdelaguna,40.16192,-3.367249
Madrid,Valdemanco,40.87252,-3.662956
Madrid,Valdemaqueda,40.51147,-4.295926
Madrid,Valdemorillo,40.50208,-4.065841
Madrid,Valdemoro,40.19269,-3.679874
Madrid,Valdeolmos-Alalpardo,40.62949,-3.475017
Madrid,Valdepiélagos,40.76059,-3.465914
Madrid,Valdetorres de Jarama,40.69559,-3.514251
Madrid,Valdilecha,40.29548,-3.303884
Madrid,Valverde de Alcalá,40.41972,-3.298921
Madrid,Velilla de San Antonio,40.36703,-3.488029
Madrid,Vellón (El),40.76603,-3.582034
Madrid,Venturada,40.79869,-3.622139
Madrid,Villa del Prado,40.27678,-4.305642
Madrid,Villaconejos,40.10424,-3.484903
Madrid,Villalbilla,40.43228,-3.298869
Madrid,Villamanrique de Tajo,40.06812,-3.240428
Madrid,Villamanta,40.29961,-4.110051
Madrid,Villamantilla,40.33805,-4.13056
Madrid,Villanueva de la Cañada,40.44681,-4.005355
Madrid,Villanueva de Perales,40.34705,-4.101031
Madrid,Villanueva del Pardillo,40.49063,-3.964322
Madrid,Villar del Olmo,40.33669,-3.235551
Madrid,Villarejo de Salvanés,40.16873,-3.275975
Madrid,Villaviciosa de Odón,40.3571,-3.90059
Madrid,Villavieja del Lozoya,41.00592,-3.671118
Madrid,Zarzalejo,40.54749,-4.181604
Murcia,Abanilla,38.20628,-1.043499
Murcia,Abarán,38.20514,-1.397181
Murcia,Águilas,37.4038,-1.581161
Murcia,Albudeite,38.02719,-1.384766
Murcia,Alcantarilla,37.97068,-1.218209
Murcia,Alcázares (Los),37.74362,-0.8498135
Murcia,Aledo,37.79744,-1.573683
Murcia,Alguazas,38.04954,-1.24202
Murcia,Alhama de Murcia,37.85101,-1.424666
Murcia,Archena,38.11435,-1.297061
Murcia,Beniel,38.04591,-1.001894
Murcia,Blanca,38.1792,-1.376201
Murcia,Bullas,38.04808,-1.670956
Murcia,Calasparra,38.22923,-1.701833
Murcia,Campos del Río,38.04043,-1.351669
Murcia,Caravaca de la Cruz,38.10899,-1.866033
Murcia,Cartagena,37.60565,-0.9912944
Murcia,Cehegín,38.09269,-1.798522
Murcia,Ceutí,38.07917,-1.272099
Murcia,Cieza,38.23907,-1.418767
Murcia,Fortuna,38.18111,-1.12821
Murcia,Fuente Álamo de Murcia,37.72334,-1.166995
Murcia,Jumilla,38.47595,-1.322032
Murcia,Librilla,37.88795,-1.353289
Murcia,Lorca,37.67131,-1.698792
Murcia,Lorquí,38.08183,-1.254943
Murcia,Mazarrón,37.59907,-1.313669
Murcia,Molina de Segura,38.05092,-1.210992
Murcia,Moratalla,38.18645,-1.890504
Murcia,Mula,38.04056,-1.486329
Murcia,Murcia,37.98344,-1.12989
Murcia,Ojós,38.14525,-1.343079
Murcia,Pliego,37.99001,-1.506185
Murcia,Puerto Lumbreras,37.56221,-1.810215
Murcia,Ricote,38.15238,-1.367112
Murcia,San Javier,37.80569,-0.8345491
Murcia,San Pedro del Pinatar,37.83504,-0.7915859
Murcia,Santomera,38.05997,-1.047485
Murcia,Torre-Pacheco,37.74428,-0.9536195
Murcia,Torres de Cotillas (Las),38.02786,-1.240312
Murcia,Totana,37.77124,-1.501004
Murcia,Ulea,38.13988,-1.329861
Murcia,Unión (La),37.61675,-0.8800824
Murcia,Villanueva del Río Segura,38.13569,-1.324307
Murcia,Yecla,38.61524,-1.118017
Navarra,Abáigar,42.64694,-2.143441
Navarra,Abárzuza,42.72641,-2.022548
Navarra,Abaurregaina/Abaurrea Alta,42.90345,-1.207954
Navarra,Abaurrepea/Abaurrea Baja,42.90345,-1.207954
Navarra,Aberin,42.61907,-2.007192
Navarra,Ablitas,41.97364,-1.638694
Navarra,Adiós,42.68629,-1.735999
Navarra,Aguilar de Codés,42.61294,-2.389456
Navarra,Aibar/Oibar,42.59235,-1.359912
Navarra,Allín,42.70855,-2.076739
Navarra,Allo,42.5673,-2.019259
Navarra,Altsasu/Alsasua,42.89522,-2.168797
Navarra,Améscoa Baja,42.8045,-2.141833
Navarra,Ancín,42.65845,-2.19008
Navarra,Andosilla,42.37699,-1.942034
Navarra,Añorbe,42.65805,-1.714662
Navarra,Ansoáin,42.83389,-1.638431
Navarra,Anue,42.979,-1.589
Navarra,Aoiz/Agoitz,42.78579,-1.36801
Navarra,Araitz,43.06558,-2.006245
Navarra,Arakil,42.917,-1.861
Navarra,Aranarache,42.77942,-2.228781
Navarra,Aranguren,42.78961,-1.535561
Navarra,Arano,43.19917,-1.89433
Navarra,Arantza,43.19677,-1.72578
Navarra,Aras,42.5625,-2.35474
Navarra,Arbizu,42.9155,-2.039817
Navarra,Arce/Artzi,42.922,-1.383022
Navarra,Arcos (Los),42.5709,-2.193216
Navarra,Arellano,42.60604,-2.046877
Navarra,Areso,43.08125,-1.950692
Navarra,Arguedas,42.17671,-1.598272
Navarra,Aria,42.95305,-1.265776
Navarra,Aribe,42.94472,-1.264723
Navarra,Armañanzas,42.55992,-2.28525
Navarra,Arróniz,42.589,-2.091314
Navarra,Arruazu,42.92223,-2.000009
Navarra,Artajona,42.59125,-1.764497
Navarra,Artazu,42.69187,-1.838678
Navarra,Atez,42.9398,-1.709411
Navarra,Auritz/Burguete,42.98929,-1.335345
Navarra,Ayegui,42.65673,-2.038433
Navarra,Azagra,42.30789,-1.894474
Navarra,Azuelo,42.60846,-2.349251
Navarra,Bakaiku,42.89249,-2.102132
Navarra,Barañain,42.80492,-1.685519
Navarra,Barásoain,42.60348,-1.646459
Navarra,Barbarin,42.60233,-2.102242
Navarra,Bargota,42.56128,-2.311974
Navarra,Barillas,41.97106,-1.662919
Navarra,Basaburua,43.02667,-1.779444
Navarra,Baztan,43.2,-1.467
Navarra,Beintza-Labaien,43.08728,-1.742534
Navarra,Beire,42.45412,-1.621434
Navarra,Belascoáin,42.75615,-1.8325
Navarra,Bera/Vera de Bidasoa,43.28069,-1.682699
Navarra,Berbinzana,42.52661,-1.834007
Navarra,Beriáin,42.7338,-1.645333
Navarra,Berrioplano,42.85239,-1.692535
Navarra,Berriozar,42.83624,-1.67493
Navarra,Bertizarana,43.13411,-1.627507
Navarra,Betelu,43.02534,-1.980945
Navarra,Bidaurreta,42.77467,-1.836097
Navarra,Biurrun-Olcoz,42.69229,-1.678763
Navarra,Buñuel,41.98046,-1.443253
Navarra,Burgui/Burgi,42.72029,-1.00419
Navarra,Burlada/Burlata,42.826,-1.615548
Navarra,Busto (El),42.55075,-2.243561
Navarra,Cabanillas,42.03139,-1.525195
Navarra,Cabredo,42.62925,-2.413018
Navarra,Cadreita,42.21754,-1.695602
Navarra,Caparroso,42.34153,-1.649788
Navarra,Cárcar,42.39011,-1.971613
Navarra,Carcastillo,42.3798,-1.444428
Navarra,Cascante,41.99897,-1.679192
Navarra,Cáseda,42.52327,-1.367427
Navarra,Castejón,42.16784,-1.690636
Navarra,Castillonuevo,42.67852,-1.044187
Navarra,Cendea de Olza/Oltza Zendea,42.80423,-1.694407
Navarra,Cintruénigo,42.08046,-1.805008
Navarra,Cirauqui,42.67577,-1.891569
Navarra,Ciriza,42.79063,-1.826934
Navarra,Cizur,42.78771,-1.676974
Navarra,Corella,42.11428,-1.784595
Navarra,Cortes,41.91969,-1.421934
Navarra,Desojo,42.58708,-2.273536
Navarra,Dicastillo,42.59589,-2.028451
Navarra,Donamaria,43.11666,-1.666667
Navarra,Doneztebe/Santesteban,43.13093,-1.668722
Navarra,Echarri,42.78057,-1.826431
Navarra,Egüés,42.82426,-1.552572
Navarra,Elgorriaga,43.13913,-1.688063
Navarra,Enériz,42.67083,-1.728613
Navarra,Eratsun,43.08351,-1.796789
Navarra,Ergoiena,42.87528,-2.023889
Navarra,Erro,42.94243,-1.447209
Navarra,Eslava,42.5647,-1.458623
Navarra,Esparza de Salazar/Espartza Zaraitzu,42.85387,-1.100172
Navarra,Espronceda,42.59675,-2.305045
Navarra,Estella/Lizarra,42.67093,-2.031197
Navarra,Esteribar,42.95,-1.533333
Navarra,Etayo,42.61776,-2.155921
Navarra,Etxalar,43.23387,-1.637286
Navarra,Etxarri-Aranatz,42.90774,-2.064756
Navarra,Etxauri,42.7942,-1.791637
Navarra,Eulate,42.77654,-2.208038
Navarra,Ezcabarte,42.851,-1.621
Navarra,Ezcároz/Ezkaroze,42.88765,-1.097649
Navarra,Ezkurra,43.08465,-1.82525
Navarra,Ezprogui,42.58333,-1.416667
Navarra,Falces,42.38772,-1.794073
Navarra,Fitero,42.05658,-1.857999
Navarra,Fontellas,42.02809,-1.57567
Navarra,Funes,42.31392,-1.802981
Navarra,Fustiñana,42.0199,-1.486246
Navarra,Galar,42.76156,-1.699125
Navarra,Gallipienzo,42.52393,-1.409592
Navarra,Gallués/Galoze,42.78402,-1.095836
Navarra,Garaioa,42.92982,-1.244181
Navarra,Garde,42.78862,-0.924175
Navarra,Garínoain,42.60081,-1.644067
Navarra,Garralda,42.94818,-1.286497
Navarra,Genevilla,42.64478,-2.391769
Navarra,Goizueta,43.17105,-1.864216
Navarra,Goñi,42.85199,-1.903221
Navarra,Güesa/Gorza,42.80645,-1.095125
Navarra,Guesálaz,42.75,-1.917
Navarra,Guirguillano,42.71777,-1.877828
Navarra,Hiriberri/Villanueva de Aezkoa,42.94518,-1.23044
Navarra,Huarte/Uharte,42.83154,-1.590709
Navarra,Ibargoiti,42.68056,-1.467222
Navarra,Igantzi,43.22575,-1.699339
Navarra,Igúzquiza,42.64522,-2.084984
Navarra,Imotz,42.967,-1.783
Navarra,Irañeta,42.9229,-1.945243
Navarra,Irurtzun,42.91966,-1.8282
Navarra,Isaba/Izaba,42.86159,-0.9234196
Navarra,Ituren,43.12894,-1.707117
Navarra,Iturmendi,42.88948,-2.118865
Navarra,Iza,42.83689,-1.729486
Navarra,Izagaondoa,42.753,-1.421
Navarra,Izalzu/Itzaltzu,42.91353,-1.053661
Navarra,Jaurrieta,42.88721,-1.136416
Navarra,Javier,42.59081,-1.20881
Navarra,Juslapeña,42.89875,-1.694989
Navarra,Lakuntza,42.92131,-2.023261
Navarra,Lana,42.706,-2.247
Navarra,Lantz,42.9982,-1.620193
Navarra,Lapoblación,42.60503,-2.459554
Navarra,Larraga,42.55874,-1.848682
Navarra,Larraona,42.77948,-2.25731
Navarra,Larraun,42.9934,-1.939244
Navarra,Lazagurría,42.4927,-2.24049
Navarra,Leache,42.60708,-1.40691
Navarra,Legarda,42.71169,-1.772264
Navarra,Legaria,42.64911,-2.173456
Navarra,Leitza,43.07879,-1.914608
Navarra,Lekunberri,43.0013,-1.891916
Navarra,Leoz,42.64524,-1.519539
Navarra,Lerga,42.56644,-1.500859
Navarra,Lerín,42.48297,-1.972567
Navarra,Lesaka,43.24679,-1.703853
Navarra,Lezáun,42.77801,-1.994227
Navarra,Liédena,42.6189,-1.275538
Navarra,Lizoáin,42.79815,-1.467238
Navarra,Lodosa,42.42459,-2.078364
Navarra,Lónguida/Longida,42.75722,-1.385556
Navarra,Lumbier,42.65289,-1.307247
Navarra,Luquin,42.61172,-2.099288
Navarra,Luzaide/Valcarlos,43.09192,-1.302452
Navarra,Mañeru,42.66977,-1.86277
Navarra,Marañón,42.62965,-2.439308
Navarra,Marcilla,42.32644,-1.739259
Navarra,Mélida,42.35847,-1.548073
Navarra,Mendavia,42.44454,-2.2009
Navarra,Mendaza,42.64162,-2.234998
Navarra,Mendigorría,42.62843,-1.835484
Navarra,Metauten,42.67667,-2.129596
Navarra,Milagro,42.24124,-1.763065
Navarra,Mirafuentes,42.62218,-2.278983
Navarra,Miranda de Arga,42.48354,-1.82951
Navarra,Monreal,42.70464,-1.506409
Navarra,Monteagudo,41.96272,-1.692299
Navarra,Morentin,42.61279,-2.013619
Navarra,Mues,42.60636,-2.226478
Navarra,Murchante,42.03039,-1.653715
Navarra,Murieta,42.65601,-2.154553
Navarra,Murillo el Cuende,42.3978,-1.629983
Navarra,Murillo el Fruto,42.3926,-1.461822
Navarra,Muruzábal,42.68972,-1.770907
Navarra,Navascués,42.71852,-1.116588
Navarra,Nazar,42.63671,-2.279646
Navarra,Noáin (Valle de Elorz)/Noain (Elortzibar),42.7599,-1.633801
Navarra,Obanos,42.67956,-1.785792
Navarra,Ochagavía/Otsagabia,42.90578,-1.090726
Navarra,Oco,42.63827,-2.164585
Navarra,Odieta,42.94,-1.638
Navarra,Oitz,43.10935,-1.685726
Navarra,Olaibar,42.886,-1.603
Navarra,Olazti/Olazagutía,42.87633,-2.197067
Navarra,Olejua,42.62326,-2.141197
Navarra,Olite,42.48148,-1.651641
Navarra,Ollo,42.86711,-1.858877
Navarra,Olóriz,42.63547,-1.612838
Navarra,Orbaitzeta,42.97443,-1.2294
Navarra,Orbara,42.96646,-1.241657
Navarra,Orísoain,42.60114,-1.603631
Navarra,Orkoien,42.8228,-1.702052
Navarra,Oronz/Orontze,42.86818,-1.096854
Navarra,Oroz-Betelu,42.89537,-1.304438
Navarra,Orreaga/Roncesvalles,43.00944,-1.319766
Navarra,Oteiza,42.61991,-1.95315
Navarra,Pamplona/Iruña,42.81721,-1.646767
Navarra,Peralta,42.33884,-1.797463
Navarra,Petilla de Aragón,42.46149,-1.092859
Navarra,Piedramillera,42.63192,-2.203634
Navarra,Pitillas,42.422,-1.622338
Navarra,Puente la Reina/Gares,42.67213,-1.815331
Navarra,Pueyo,42.56591,-1.647855
Navarra,Ribaforada,41.99684,-1.511305
Navarra,Romanzado,42.68146,-1.231362
Navarra,Roncal/Erronkari,42.80754,-0.9558963
Navarra,Sada,42.58585,-1.397875
Navarra,Saldías,43.08857,-1.781005
Navarra,Salinas de Oro,42.77519,-1.88998
Navarra,San Adrián,42.33271,-1.933409
Navarra,San Martín de Unx,42.52383,-1.561407
Navarra,Sangüesa/Zangoza,42.57694,-1.285476
Navarra,Sansol,42.55363,-2.267601
Navarra,Santacara,42.37534,-1.553171
Navarra,Sarriés/Sartze,42.83516,-1.100333
Navarra,Sartaguda,42.38142,-2.058642
Navarra,Sesma,42.4778,-2.083364
Navarra,Sorlada,42.61526,-2.215357
Navarra,Sunbilla,43.16499,-1.67044
Navarra,Tafalla,42.53033,-1.674269
Navarra,Tiebas-Muruarte de Reta,42.69312,-1.640636
Navarra,Tirapu,42.65747,-1.702654
Navarra,Torralba del Río,42.60806,-2.331271
Navarra,Torres del Río,42.55206,-2.271269
Navarra,Tudela,42.06388,-1.605718
Navarra,Tulebras,41.97674,-1.676432
Navarra,Ucar,42.67572,-1.706602
Navarra,Uharte-Arakil,42.92068,-1.969659
Navarra,Ujué,42.50721,-1.499354
Navarra,Ultzama,43,-1.678056
Navarra,Unciti,42.74726,-1.502249
Navarra,Unzué,42.65227,-1.625873
Navarra,Urdazubi/Urdax,43.26653,-1.503896
Navarra,Urdiain,42.88711,-2.136436
Navarra,Urraul Alto,42.77569,-1.247821
Navarra,Urraul Bajo,42.714,-1.323
Navarra,Urrotz,43.10044,-1.707319
Navarra,Urroz-Villa,42.77863,-1.458369
Navarra,Urzainqui/Urzainki,42.83205,-0.9444442
Navarra,Uterga,42.71005,-1.75952
Navarra,Uztárroz/Uztarroze,42.89209,-0.940819
Navarra,Valle de Yerri/Deierri,42.71667,-2
Navarra,Valtierra,42.19593,-1.63384
Navarra,Viana,42.51513,-2.371608
Navarra,Vidángoz/Bidankoze,42.80064,-1.014815
Navarra,Villafranca,42.2793,-1.750145
Navarra,Villamayor de Monjardín,42.6288,-2.104801
Navarra,Villatuerta,42.6594,-1.993951
Navarra,Villava/Atarrabia,42.83096,-1.608811
Navarra,Yesa,42.6195,-1.203681
Navarra,Zabalza,42.77918,-1.798546
Navarra,Ziordia,42.87082,-2.228952
Navarra,Zizur Mayor/Zizur Nagusia,42.7868,-1.690832
Navarra,Zubieta,43.12394,-1.742113
Navarra,Zugarramurdi,43.26936,-1.541245
Navarra,Zúñiga,42.69436,-2.302436
Álava,Alegría-Dulantzi,42.84149,-2.513507
Álava,Amurrio,43.05265,-3.001022
Álava,Añana,42.80235,-2.982607
Álava,Aramaio,43.054,-2.566
Álava,Armiñón,42.72305,-2.872574
Álava,Arraia-Maeztu,42.73981,-2.44598
Álava,Arrazua-Ubarrundia,42.89028,-2.639167
Álava,Artziniega,43.1222,-3.128209
Álava,Asparrena,42.89567,-2.321
Álava,Ayala/Aiara,43.08333,-3.063056
Álava,Baños de Ebro/Mañueta,42.53029,-2.679144
Álava,Barrundia,42.91669,-2.491817
Álava,Berantevilla,42.68245,-2.860401
Álava,Bernedo,42.62669,-2.497532
Álava,Campezo/Kanpezu,42.69194,-2.37
Álava,Elburgo/Burgelu,42.84956,-2.544762
Álava,Elciego,42.51507,-2.618277
Álava,Elvillar/Bilar,42.5705,-2.544915
Álava,Erriberagoitia/Ribera Alta,42.71577,-2.968477
Álava,Harana/Valle de Arana,42.75673,-2.321858
Álava,Iruña Oka/Iruña de Oca,42.81917,-2.807778
Álava,Iruraiz-Gauna,42.82207,-2.495043
Álava,Kripan,42.59167,-2.516079
Álava,Kuartango,42.87139,-2.885556
Álava,Labastida/Bastida,42.59042,-2.793166
Álava,Lagrán,42.6264,-2.58382
Álava,Laguardia,42.55428,-2.584237
Álava,Lanciego/Lantziego,42.56262,-2.513204
Álava,Lantarón,42.75667,-2.987556
Álava,Lapuebla de Labarca,42.49467,-2.575167
Álava,Laudio/Llodio,43.14333,-2.962985
Álava,Legutiano,42.97782,-2.642724
Álava,Leza,42.56607,-2.633635
Álava,Moreda de Álava,42.52802,-2.40767
Álava,Navaridas,42.54517,-2.624532
Álava,Okondo,43.16222,-3.018889
Álava,Oyón-Oion,42.50614,-2.436965
Álava,Peñacerrada-Urizaharra,42.6441,-2.713375
Álava,Ribera Baja/Erribera Beitia,42.71267,-2.918541
Álava,Salvatierra/Agurain,42.85244,-2.389455
Álava,Samaniego,42.56983,-2.680185
Álava,San Millán/Donemiliaga,42.87472,-2.376111
Álava,Urkabustaiz,42.97194,-2.922222
Álava,Valdegovía/Gaubea,42.85,-3.1
Álava,Villabuena de Álava/Eskuernaga,42.54872,-2.665456
Álava,Vitoria-Gasteiz,42.84641,-2.667893
Álava,Yécora/Iekora,42.5693,-2.470064
Álava,Zalduondo,42.88563,-2.347254
